Part,Title,Chapter,Section,Subsection,Article,Hyperlink,Content,Annex,Article_number
,,,,,Article 99: Reporting on own funds requirements and financial information,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/3601,"The reporting requirements shall be proportionate to the nature, scale and complexity of the activities of the institutions.",,99
,,,,,Article 99: Reporting on own funds requirements and financial information,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/3601,EBA shall submit those draft implementing technical standards to the Commission by 28 July 2013.,,99
,,,,,Article 99: Reporting on own funds requirements and financial information,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/3601,Power is conferred on the Commission to adopt the implementing technical standards referred to in the first subparagraph in accordance with Article 15 of Regulation (EU) No 1093/ 2010.,,99
,,,,,Article 99: Reporting on own funds requirements and financial information,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/3601,"6. Where a competent authority considers that the financial information required by paragraph 2 is necessary to obtain a comprehensive view of the risk profile of the activities of, and a view of the systemic risks to the financial sector or the real economy posed by, institutions other than those referred to in paragraphs 2 and 3 that are subject to an accounting framework based on Directive 86/635/EEC, the competent authority shall consult EBA on the extension of the reporting requirements of financial information on a consolidated basis to those institutions, provided that they are not already reporting on such a basis.",,99
,,,,,Article 99: Reporting on own funds requirements and financial information,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/3601,EBA shall develop draft implementing technical standards to specify the formats to be used by institutions to which the competent authorities may extend the reporting requirements in accordance with the first subparagraph.,,99
,,,,,Article 99: Reporting on own funds requirements and financial information,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/3601,EBA shall submit those draft implementing technical standards to the Commission by 28 July 2013.,,99
,,,,,Article 99: Reporting on own funds requirements and financial information,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/3601,"7. Where a competent authority considers information not covered by the implementing technical standards referred to in paragraph 5 to be necessary for the purposes set out in paragraph 4, it shall notify EBA and the ESRB of the additional information it deems necessary to include in the implementing technical standards referred to in paragraph 5.",,99
,,,,,Article 100: Additional reporting requirements,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/3606,"Institutions shall report to the competent authorities the level, at least in aggregate terms, of their repurchase agreements, securities lending and all forms of encumbrance of assets.",,100
,,,,,Article 100: Additional reporting requirements,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/3606,EBA shall include this information in the implementing technical standards on reporting referred to in Article 99(5).,,100
,,,,,Article 101: Specific reporting obligations,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1060,1. Institutions shall report on a semi-annual basis the following data to the competent authorities for each national immovable property market to which they are exposed:,,101
,,,,,Article 101: Specific reporting obligations,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1060,"(a) losses stemming from exposures for which an institution has recognised residential property as collateral, up to the lower of the pledged amount and 80 % of the market value or 80 % of the mortgage lending value unless otherwise decided under Article 124(2);",,101
,,,,,Article 101: Specific reporting obligations,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1060,"(b) overall losses stemming from exposures for which an institution has recognised residential property as collateral, up to the part of the exposure treated as fully secured by residential property in accordance with Article 124(1);",,101
,,,,,Article 101: Specific reporting obligations,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1060,(c) the exposure value of all outstanding exposures for which an institution has recognised residential property as collateral limited to the part treated as fully secured by residential property in accordance with Article 124(1);,,101
,,,,,Article 101: Specific reporting obligations,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1060,"(d) losses stemming from exposures for which an institution has recognised immovable commercial property as collateral, up to the lower of the pledged amount and 50 % of the market value or 60 % of the mortgage lending value unless otherwise decided under Article 124(2);",,101
,,,,,Article 101: Specific reporting obligations,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1060,"(e) overall losses stemming from exposures for which an institution has recognised immovable commercial property as collateral, up to the part of the exposure treated as fully secured by immovable commercial property in accordance with Article 124(1).",,101
,,,,,Article 101: Specific reporting obligations,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1060,(f) the exposure value of all outstanding exposures for which an institution has recognised immovable commercial property as collateral limited to the part treated as fully secured by immovable commercial property in accordance with Article 124(1).,,101
,,,,,Article 101: Specific reporting obligations,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1060,"2. The data referred to in paragraph 1 shall be reported to the competent authority of the home Member State of the relevant institution. Where an institution has a branch in another Member State, the data relating to that branch shall also be reported to the competent authorities of the host Member State. The data shall be reported separately for each immovable property market within the Union to which the relevant institution is exposed.",,101
,,,,,Article 101: Specific reporting obligations,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1060,"3. The competent authorities shall publish annually on an aggregated basis the data specified in points (a) to (f) of paragraph 1, together with historical data, where available. A competent authority shall, upon the request of another competent authority in a Member State or EBA provide to that competent authority or EBA more detailed information on the condition of the residential property or commercial immovable property markets in that Member State.",,101
,,,,,Article 101: Specific reporting obligations,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1060,4. EBA shall develop draft implementing technical standards to specify the following:,,101
,,,,,Article 101: Specific reporting obligations,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook/1060,"(a) uniform formats, definitions, frequencies and dates of reporting, as well as the IT solutions, of the items referred to in paragraph 1;",,101
