Chapter,Section,Article,Paragraph
,,,"In assessing the method of conversion factors estimation, as referred to in Article 182 of the Regulation (EU) No 575/2013, competent authorities shall verify that:"
,,,(a) the institution assesses estimates of conversion factors by facility grade or pool;
,,,(b) the average realised conversion factors by facility grade or pool are calculated using a number of default weighted average;
,,,(c) all observed defaults within the data sources are used for conversion factors estimation;
,,,"(d) the possibility of additional drawings are taken into account in a conservative manner, unless for retail exposures they are included in the LGD estimates;"
,,,"(e) the institution's policies and strategies regarding account monitoring, including limit monitoring, and payment processing are reflected in the conversion factors estimation;"
,,,(f) all of the following are adequate to the type of exposures to which they are applied:
,,,(i) the functional and structural form of the estimation method;
,,,(ii) assumptions regarding the estimation method;
,,,(iii) where applicable the method of estimation of the downturn effect;
,,,(iv) length of data series used in accordance with Article 56;
,,,(v) margin of conservatism in accordance with Article 47;
,,,(vi) the human judgement;
,,,"(vii) where applicable, the choice of risk drivers."
,,Article 58 Use of conversion factor estimates appropriate for economic downturn,
,,,"In assessing the requirements for conversion factor estimates as referred to in Article 182 of Regulation (EU) No 575/2013, competent authorities shall verify that:"
,,,"(a) the institution uses conversion factor estimates that are appropriate for an economic downturn, where those are more conservative than the long-run average;"
,,,(b) the institution provides both the long-run averages and the estimates appropriate for an economic downturn as justification for its choices;
,,,"(c) the institution applies a rigorous and well documented process for assessing any effects of economic downturn conditions on drawing of credit limits and for producing conversion factor estimates consistent with downturn conditions, and more in particular that the institution:"
,,,"(i) specifies the nature, severity and duration of an economic downturn in accordance with the technical standards referred to in Article 182(4)(a) of Regulation (EU) No 575/2013;"
,,,(ii) incorporates in the conversion factor estimates any adverse dependencies that have been identified between selected credit and economic factors versus drawing of credit limits.
,,Article 59 Requirements on policies and strategies for account monitoring and payment processing,
,,,"In order to assess the estimation of the conversion factors as referred to Articles 182(1)(d) and (e) of Regulation (EU) No 575/2013, competent authorities shall verify that the institution has policies and strategies in place in respect of account monitoring and payment processing, and has adequate systems and procedures to monitor facility amounts on a daily basis."
,SECTION 6 METHODOLOGY FOR ASSESSING THE EFFECT OF GUARANTEES AND CREDIT DERIVATIVES,,
,,Article 60 Eligibility of guarantors and guarantees,
,,,"In assessing the effect of guarantees and credit derivatives on risk parameters, as referred to in Article 183 of Regulation (EU) No 575/2013, competent authorities shall verify that:"
,,,"(a) the institution has clearly specified criteria for identifying the situations where PD estimates are to be adjusted and those situations where LGD estimates are to be adjusted in order to incorporate mitigating effects of guarantees, and that those criteria are used consistently over time;"
,,,"(b) where the PD of the protection provider is to be used for the purpose of risk weighted exposure amount in accordance with Article 153(3) of Regulation (EU) No 575/2013, the mitigating effects of guarantees are not included in the estimates of LGD or PD of the obligor;"
,,,"(c) the institution has clearly specified criteria for recognising guarantors and guarantees for the calculation of risk weighted exposure amount, in particular through own estimates of LGD or PD;"
,,,(d) the institution documents the criteria for adjusting own estimates of LGD or PD to reflect the impact of guarantees;
,,,(e) in the own estimates of LGD or PD the institution recognises only the guarantees that meet the following criteria:
,,,"(i) where the guarantor is internally rated by the institution with a rating system that has already been approved by the competent authorities for the purpose of the IRB Approach, the guarantee meets the requirements laid down in Article 183(1)(c) of Regulation (EU) No 575/2013;"
,,,"(ii) where the institution has received permission to use the Standardised Approach for exposures to entities such as the guarantor pursuant to Articles 148 and 150 of Regulation (EU) No 575/2013, the guarantor is classified according to Article 147 of that Regulation as an institution, a central government, a central bank or a corporate entity that has been given a credit assessment by a n ECAI, and the guarantee meets the requirements set out in Articles 205 to 217 of that Regulation that are applicable for the Standardised Approach;"
,,,(f) the institution meets the requirements of points (a) and (e) also for the singlename credit derivatives.
,SECTION 7 METHODOLOGY FOR ASSESSING THE REQUIREMENTS FOR PURCHASED RECEIVABLES,,
,,Article 61 Risk parameter estimates for purchased corporate receivables,
,,,"1. For purchased corporate receivables, where the institution derives PD or LGD for purchased corporate receivables from an estimate of EL in accordance with Article 160(2) and Article 161(1)(e) and an appropriate estimate of PD or LGD, competent authorities shall verify in particular that:"
,,,(a) EL is estimated from the long-run average of one-year total loss rates or by another meaningful approach;
,,,(b) the process for estimating the total loss is consistent with the concept of LGD as set out in Article 181(1)(a) of Regulation (EU) No 575/2013;
,,,(c) that the institution is able to decompose its EL estimates into PDs and LGDs in a reliable way;
,,,(d) in the case of purchased corporate receivables where Article 153 (6) of Regulation (EU) No 575/2013 is applied sufficient external and internal data are used.
,,,"2. In assessing the adequacy of PD and LGD estimates for purchased corporate receivables in cases other than those referred to in paragraph 1, competent authorities shall:"
,,,(a) assess those estimates in accordance with Articles 45 to 55;
,,,(b) verify that the requirements of Article 184 of Regulation (EU) No 575/2013 are met.
CHAPTER 9 Assessment methodology for assignment of exposures to exposure classes,,,
,,Article 62 General,
,,,"1. In order to assess compliance of an institution with the requirement to assign each exposure to a single exposure class consistently over time as laid down in Article 147 of Regulation (EU) No 575/2013, competent authorities shall assess the following:"
,,,"(a) the institution's assignment methodology and its implementation, in accordance with Article 63;"
,,,"(b) the sequence of the process of the assignment of exposures to exposure classes, in accordance with Article 64;"
,,,"(c) whether specific considerations with regard to the retail exposure class have been taken into account by the institution, in accordance with Article 65."
,,,"2. For the purposes of paragraph 1, competent authorities shall apply all of the following core methods:"
,,,"(a) review the institution's relevant internal policies, procedures and assignment methodology;"
,,,"(b) review the relevant minutes of the institution's internal bodies, including the management body, or other committees;"
,,,(c) review the relevant findings of the internal audit or of other control functions of the institution;
,,,(d) review the progress reports on the effort of the institution to correct shortfalls and mitigate risks detected during relevant audits;
,,,(e) obtain written statements or interview the relevant staff and senior management of the institution;
,,,(f) review the criteria used by the personnel responsible for the manual assignment of exposures to exposure classes.
,,,"3. For the purpose of paragraph 1, competent authorities may also apply any of the following additional methods:"
,,,(a) conduct sample testing and review documents related to the characteristics of an obligor and to the origination and maintenance of the exposures;
,,,(b) review the functional documentation of the relevant IT systems or perform own tests on institution's data;
,,,"(c) match the institution's data with data publicly available, including data recorded in the EBA databases in accordance with Article 115(2) of Regulation (EU) No 575/2013 and in Commission's decisions issued in accordance with Articles 107(4), 114(7), 115(4) and 116(5) of Regulation (EU) No 575/2013 or in the databases held by the competent authorities;"
,,,(d) perform own tests on the data of the institution or request the institution to perform tests proposed by the competent authorities;
,,,(e) review other relevant documents of the institution.
,,Article 63 Assignment methodology and its implementation,
,,,"1. In assessing the institution's assignment methodology as referred to in Article 62(1)(a), competent authorities shall, in particular, verify that:"
,,,(a) the methodology is fully documented and complies with all requirements laid down in Article 147 of Regulation (EU) No 575/2013;
,,,(b) the methodology reflects the assigning sequence referred to in Article 64;
,,,"(c) the methodology includes a list of third countries' regulatory and supervisory regimes considered equivalent to those applied in the Union by relevant competent authorities or EU Commission, in accordance with the Commission's decisions as referred to in Articles 107(4), 114(7), 115(4) and 116(5) of Regulation (EU) No 575/2013, when such an equivalence is required for the assignment of an exposure to a specific class."
,,,"2. In assessing the implementation of the assignment methodology as referred to in Article 62(1)(a), competent authorities shall verify, in particular, that:"
,,,(a) the procedures governing the input and transformations of data in the IT systems are sufficiently robust to ensure correct assignment of each exposure to an exposure class;
,,,(b) sufficiently detailed criteria are available for the personnel responsible for the assignment of the exposures to ensure a consistent assignment;
,,,(c) the assignment to the exposure classes referred to in Article 147(2)(e) and (f) and Article 147(8) of Regulation (EU) No 575/2013 is performed by personnel who are aware of the terms and conditions and of relevant details of the transaction that results in the exposure that is subject to the assignment;
,,,(d) the assignment is performed using the most recent data available.
,,,"3. For exposures to CIU, competent authorities shall assess that institutions make every effort to assign the underlying exposures to adequate exposure classes in accordance with Article 152 of Regulation (EU) No 575/2013."
,,Article 64 Assigning sequence,
,,,"In assessing the compliance of the sequence in which the institution assigns exposures to exposure classes as referred to in Article 62(1)(b), competent authorities shall verify in particular that:"
,,,"(a) first, exposures eligible to be classified under equity, items representing securitization positions and other non-credit obligation assets listed in points"
,,,"(e), (f) and (g) of Article 147(2) of Regulation (EU) No 575/2013 are assigned;"
,,,"(b) second, exposures not eligible for classification in accordance with point (a) are assigned to the classes listed in points (a), (b), (c) and (d) of Article 147(2) of Regulation (EU) No 575/2013;"
,,,"(c) third, all remaining exposures are assigned to the class of exposures to corporates, as referred to in Article 147(2)(c) of Regulation (EU) No 575/2013."
,,Article 65 Specific requirements for retail exposures,
,,,"1. In assessing the assignment of exposures to the retail exposure class as referred to in Article 62(1)(c), competent authorities shall, in particular, verify that:"
,,,(a) the institution distinguishes between exposures to natural persons and to SMEs based on clear criteria in a consistent manner;
,,,(b) the institution has in place adequate procedures and mechanisms to monitor the limit laid down in Article 147(5)(a)(ii) of Regulation (EU) No 575/2013 for the following purposes:
,,,(i) to identify groups of connected clients and to aggregate relevant exposures that each institution and its parent or subsidiaries maintain against this group of connected clients;
,,,(ii) to assess cases where the limit has been exceeded;
,,,(iii) to ensure that an exposure to small and medium enterprises ('SME') for which the limit has been exceeded is re-assigned to the corporate exposure class without undue delay;
,,,(c) that the conditions of paragraphs 2 to 4 are met.
,,,"2. In verifying that retail exposures are not managed as individually as exposures in the corporate exposure class in the meaning of Article 147(5)(c) of Regulation (EU) No 575/2013, competent authorities shall take into consideration at least the following components of the credit process:"
,,,(i) marketing and sales activities;
,,,(ii) type of product;
,,,(iii) rating process;
,,,(iv) rating system;
,,,(v) credit decision process;
,,,(vi) credit risk mitigation methods;
,,,(vii) monitoring processes;
,,,(viii) collection and recovery process.
,,,"3. In determining whether the criteria laid down in Article 147(5)(c) and (d) of Regulation (EU) No 575/2013 are met, competent authorities shall in particular examine whether the assignment of exposures is consistent with the institution's business lines and the way they are managed."
,,,"4. Competent authorities shall verify that the institution assigns each retail exposure to a single category of exposures to which the relevant correlation coefficient applies in accordance with Article 154 of Regulation (EU) No 575/2013, and in particular:"
,,,"(a) for the purposes of verifying compliance with Article 154(4)(d) and (e) of Regulation (EU) No 575/2013, competent authorities shall verify that:"
,,,"(i) the volatility of loss rates for qualifying revolving retail exposures portfolio is low relative to their average level of loss rates, by assessing an institution's comparison of the volatility of loss rates for qualifying revolving retail exposures portfolio as opposed to other retail exposures or to other benchmark values;"
,,,"(ii) the risk management of qualifying revolving retail exposures portfolio is consistent with the underlying risk characteristics, including loss rates;"
,,,"(b) for the purposes of verifying compliance with Article 154(3) of Regulation (EU) No 575/2013, competent authorities shall verify in particular that all exposures where the immovable property collateral is used in the own-LGD estimates in accordance with 181(1)(f) of Regulation (EU) No 575/2013, a coefficient of correlation as referred to in Article 154(3) of Regulation (EU) No 575/2013 is assigned."
CHAPTER 10 Assessment methodology for stress test used in assessment of capital adequacy,,,
,,Article 66 General,
,,,"1. In order to assess the soundness of an institution's stress test used in the assessment of its capital adequacy in accordance with Article 177(2) of Regulation (EU) No 575/2013, competent authorities shall verify in particular all of the following:"
,,,"(a) the adequacy of methods used in designing the stress test, in accordance with Article 67;"
,,,"(b) the robustness of organisation of the stress test process, in accordance with Article 68;"
,,,"(c) the integration of the stress test with the risk and capital management processes, in accordance with Article 69."
,,,"2. For the purposes of paragraph 1, competent authorities shall apply all of the following core methods:"
,,,"(a) review the institution's internal policies, methods and procedures on the design and execution of stress test;"
,,,(b) review the institution's outcomes of the stress test;
,,,"(c) review the roles and responsibilities of the units and management bodies involved in designing, approval and execution of the stress test;"
,,,"(d) review the relevant minutes of the institution's internal bodies, including the management body, or other committees;"
,,,(e) review the relevant findings of the internal audit or of other control functions of the institution;
,,,(f) review the progress reports on the effort of the institution to correct shortcomings and mitigate risks detected during relevant audits;
,,,(g) obtain written statements or interview the relevant staff and senior management of the institution.
,,,"3. For the purpose of paragraph 1, competent authorities may also apply, any of the following additional methods:"
,,,(a) review the functional documentation of the IT systems used for the stress test;
,,,(b) request the institution to perform a computation of the stress test based on alternative assumptions;
,,,(c) perform own stress test calculations based on the institution's data for certain types of exposures;
,,,(d) review other relevant documents of the institution.
,,Article 67 Adequacy of methods used in designing the stress tests,
,,,"1. In assessing the adequacy of methods used in designing the stress test used by the institution in the assessment of the capital adequacy as referred to in Article 66(1)(a), competent authorities shall verify in particular that:"
,,,"(a) the tests are meaningful, reasonably conservative and capable of identifying the effect of severe, but plausible, recession scenarios on the institution's total capital requirements for credit risk;"
,,,(b) the scope of the tests contains at least all material IRB portfolios;
,,,(c) the methods are consistent to the extent appropriate with methods used by the institution for the purpose of internal capital allocation stress tests;
,,,(d) the documentation of the methodology of stress tests including internal and external data as well as expert judgment input is detailed enough to allow third parties to understand the rational for the chosen scenarios and to replicate the stress test.
,,,"2. For the purpose of paragraph 1(a), competent authorities shall verify that the stress tests include at least the following steps:"
,,,"(a) the identification of the scenarios including severe, but plausible, recession scenarios and, where the treatment referred to in Article 153(3) of Regulation (EU) No 575/2013 is used, the scenario envisaging deterioration of credit quality of protection providers;"
,,,"(b) the assessment of impact of identified scenarios on the institution's risk parameters, rating migration, expected losses and the calculation of own funds requirements for credit risk;"
,,,(c) the assessment of adequacy of own funds requirements.
,,,"3. In assessing the adequacy of scenarios as referred to paragraph 2(a), competent authorities shall verify the soundness of the following methodologies in particular:"
,,,(a) the methodology for identifying a group of economic drivers;
,,,"(b) the methodology for building stress scenarios, including their severity, duration and likelihood of occurrence;"
,,,(c) the methodology for projecting the impact of each scenario on the relevant risk parameters.
,,Article 68 Robustness of the organisation of the stress tests process,
,,,"In assessing the robustness of the organisation of the stress tests process used by the institution in the assessment of the capital adequacy as referred to in Article 66(1)(b), competent authorities shall verify in particular that:"
,,,(a) the stress test is performed regularly and at least on a yearly basis;
,,,(b) the roles and responsibilities of the unit or units in charge of the design and execution of the stress test are clearly defined;
,,,(c) the results of stress test are approved on an adequate management level and that senior management is informed of the results in a timely manner;
,,,(d) the IT infrastructure effectively supports the performance of stress tests.
,,Article 69 Integration of the stress tests with the risk and capital management processes,
,,,"In assessing the integration of the stress tests with the risk and capital management processes of the institution as referred to in Article 66(1)(c), competent authorities shall verify in particular that:"
,,,(a) the institution takes into account the results of stress tests in its decision making process and in particular with regard to risk and capital management;
,,,(b) the institution takes into account the results of stress tests within the capital management processes so as to check the forward looking nature of capital requirements;
CHAPTER 11 Assessment methodology of the calculation of own funds requirements,,,
,,Article 70 General,
,,,"1. In order to assess whether an institution calculates the own funds requirements using its risk parameters for different exposure classes in accordance with Articles 110(2) and (3), 144(1)(g), 151 to 168 and 500 of Regulation (EU) No 575/2013 and is able to submit the reporting required by Article 99 of Regulation (EU) No 575/2013, competent authorities shall verify in particular all of the following:"
,,,"(a) the reliability of the system used for the calculation of own funds requirements, in accordance with Article 71;"
,,,"(b) the data quality, in accordance with Article 72;"
,,,"(c) the correctness of the implementation of the methodology and procedures for different exposure classes, in accordance with Article 73;"
,,,"(d) the organization of the calculation of own funds requirements process, in accordance with Article 74."
,,,"2. For the purpose of paragraph 1 competent authorities, where applicable, shall take in due consideration the structure of the banking group and the established roles and responsibilities of the parent institution and its subsidiaries in the calculation of own funds requirements."
,,,"3. For the purposes of paragraphs 1 and 2, competent authorities shall apply all of the following core methods:"
,,,"(a) review the institution's internal policies and procedures with regard to the process of calculation of own funds requirements, including the sources of data, calculation methods and controls applied;"
,,,(b) review the relevant roles and responsibilities of the different units and internal bodies involved in the process of calculation of own funds requirements ;
,,,"(c) review the relevant minutes of the institution's internal bodies, including the management body, or other committees;"
,,,"(d) review the documentation of the tests of the calculation system, including the scenarios covered in the tests, their results and approvals;"
,,,"(e) review the relevant control reports, including the reconciliation results;"
,,,(f) review the relevant findings of the internal audit or of other control function of the institution;
,,,(g) review the progress reports on the effort of the institution to correct shortfalls and mitigate risks detected during relevant audits;
,,,(h) obtain written statements or interview the relevant staff and senior management of the institution.
,,,"4. For the purpose of paragraphs 1 and 2, competent authorities may also apply any of the following additional methods:"
,,,(a) review the functional documentation of the IT systems used for the calculation of own funds requirements;
,,,(b) request the institution to perform a live computation of the own funds requirements for certain types of exposures;
,,,(c) perform own sample testing of the calculation of own funds requirements on institution's data for certain types of exposures;
,,,(d) perform own tests on the data of the institution or request the institution to perform tests proposed by the competent authorities;
,,,(e) review other relevant documents of the institution.
,,Article 71 Reliability of the system used for the calculation of own funds requirements,
,,,"In assessing the reliability of the institution's system used for the calculation of own funds requirements as referred to in Article 70(1)(a), in addition to the requirements of Chapter"
,,,"12 on data maintenance, competent authorities shall verify in particular that:"
,,,(a) the control tests performed by the institution to provide confirmation that the calculation of own funds requirements is compliant with Articles 151 to 168 of Regulation (EU) No 575/2013 are complete;
,,,"(b) the control tests performed by the institution are reliable, and in particular the calculations made in the system used for the own funds requirements are coherent with the calculation in an alternative calculation tool;"
,,,(c) the frequency of the control tests performed by the institution is adequate and the tests take place at least at the moment of the implementation of the algorithms for the calculation of own funds requirements and in all other cases where changes to the system are made.
,,Article 72 Data quality,
,,,"1. In assessing the data quality used for the calculation of own funds requirements referred to in Article 70(1)(b), in addition to the requirements of Article 76, competent authorities shall verify the mechanisms and procedures implemented by the institution for identifying the exposure values with all relevant characteristics, including data related to risk parameters and credit risk mitigation techniques. In particular, competent authorities shall verify that:"
,,,"(a) the risk parameters are complete, including in cases where missing parameters are substituted by default values, and that where such a substitution has taken place, it is conservative, justified and documented;"
,,,(b) the range of the parameters values takes into account the regulatory thresholds specified in Articles 162 to 164 of Regulation (EU) No 575/2013;
,,,(c) the data used in the calculation of own funds requirements is consistent with the data used in other internal processes;
,,,"(d) the application of risk parameters is in accordance with the exposure characteristics, and in particular that the LGD assigned is accurate and consistent with the type of exposure and collateral used to secure the exposure in accordance with Articles 164 and 230(2) of Regulation (EU) No 575/2013;"
,,,"(e) the calculation of the exposure value is correct, and in particular the netting agreements and the classification of off-balance sheet items are used in accordance with Article 166 of Regulation (EU) No 575/2013;"
,,,"(f) where the PD/LGD method is applied for equity exposures, the classification of the exposures and the application of risk parameters is correct in accordance with Article 165 of Regulation (EU) No 575/2013."
,,,"2. In assessing the coherence of the data used for the calculation of own funds requirements with the data used for the internal purposes in accordance with Chapter 4 on the use test  and experience test and for accounting purposes, competent authorities shall verify in particular that:"
,,,(a) there are adequate control and reconciliation mechanisms in place to ensure that the values of risk parameters used in the calculation of own funds requirements are consistent with the value of parameters used for internal purposes in accordance with Chapter 4 on the use test and experience;
,,,(b) there are adequate control and reconciliation mechanisms in place to ensure that the value of exposures for which the own funds requirements are calculated is consistent with the accounting data;
,,,"(c) the calculation of own funds requirements for all exposures included in the general ledger of the institution is complete, and that the split between the exposures under the IRB and the Standardised Approach complies with Articles 148 and 150 of Regulation (EU) No 575/2013."
,,Article 73 Correctness of the implementation of the methodology and procedures for different exposure classes,
,,,"In assessing the correctness of the implementation of the methodology and procedures for different exposure classes as referred to in Article 70(1)(c), competent authorities shall in particular verify that:"
,,,(a) the RW formula is implemented correctly in accordance with Articles 153 and
,,,"154 of Regulation (EU) No 575/2013, taking into account the assignment of exposures to exposure classes;"
,,,"(b) the calculation of the correlation coefficient ('R') is done in accordance with the characteristics of certain exposures, in particular that the total sales ('S') parameter is applied on the basis of consolidated financial information;"
,,,(c) the credit risk mitigation techniques are applied in accordance with Article 153(3) of Regulation (EU) No 575/2013 on the basis of all of the following considerations:
,,,(i) that the information on the PD of the protection provider is applied correctly;
,,,"(ii) that for those exposures where the PD of the obligor has been replaced with the PD of the protection provider, an adequate protection from an eligible provider is available and the credit protection meets the requirements of Article 217 of Regulation (EU) No 575/2013;"
,,,(iii) that the PD of the protection provider is estimated with the use of the rating system that has been approved by the competent authorities under the IRB Approach;
,,,"(d) the calculation of the maturity (M) parameter is correct, and in particular:"
,,,(i) that the expiry date of the facility is used for the purpose of calculation of the maturity parameter in accordance with Article 162(2)(f) of Regulation (EU) No 575/2013;
,,,(ii) that the exemptions from the 1 year maturity floor are adequately justified and documented for the purpose of Article 162(3) of Regulation (EU) No 575/2013;
,,,"(e) the floors for the exposure-weighted average LGD for retail exposures secured by residential property and commercial real estate, which are not benefiting from guarantees of central governments in accordance with Article 164(4) and"
,,,"(6) of Regulation (EU) No 575/2013, are calculated at the aggregated level of all retail exposures secured by residential property and commercial real estate respectively, and that, where the exposure-weighted average LGD at the aggregated level is below the respective floors, relevant adjustments are applied consistently over time by the institution;"
,,,"(f) the application of different approaches for different equity portfolios where the institution itself uses different approaches for internal risk management in accordance with Article 155 of Regulation (EU) No 575/2013, is correct, in particular considering that the choice of the approach:"
,,,(i) does not lead to underestimation of own funds requirements;
,,,"(ii) is made consistently, including over time;"
,,,(iii) is justified by internal risk management practices;
,,,"(g) where the Simple risk weight approach is used in accordance with Article 155(2) of Regulation (EU) No 575/2013, the application of risk weights is correct, in particular that the risk weight of 190% is used only for sufficiently diversified portfolios, where the institution has proven that significant reduction of risk has been achieved as a result of the diversification of the portfolio in comparison to the risk of individual exposures in the portfolio;"
,,,"(h) the calculation of the difference between expected loss amounts and credit risk adjustments, additional value adjustments and other own funds reductions in line with Article 159 of Regulation (EU) No 575/2013 is correct, and in particular:"
,,,(i) that the calculation is performed separately for the portfolio of defaulted exposures and the portfolio of exposures that are not in default;
,,,"(ii) where the calculation performed for the defaulted portfolio results in a negative amount, that this amount is not used to offset the positive amounts resulting from the calculation performed for the portfolio of exposures that are not in default;"
,,,(iii) that the calculation is performed gross of tax effects;
,,,"(i) the various approaches for the treatment of exposures in the form of units or shares in CIUs are applied correctly, and in particular:"
,,,(i) whether the institution correctly distinguishes between exposures in CIUs subject to the look-through approach according to Article 152(1) and (2) of Regulation (EU) No 575/2013 and other exposures in CIUs;
,,,(ii) whether the exposures in CIUs treated according to Article 152(1) or (2) of Regulation (EU) No 575/2013 meet the requirements of Article 132(3) of that Regulation;
,,,"(iii) where the institution uses the approach referred to in Article 152(4) of Regulation (EU) No 575/2013 for the calculation of the average risk weighted exposure amounts, whether: – the correctness of the calculation is confirmed by an external auditor; the multiplication factors of Article 152(2)(b)(i) and (ii) of Regulation (EU) No 575/2013 are applied correctly; where the institution relies on a third party for the calculation of the riskweighted exposure amounts, whether the third party meets the requirements of Article 152(4)(a) and (b) of Regulation (EU) No 575/2013."
,,Article 74 Organization of the process for the calculation of own funds requirements,
,,,"In assessing the soundness of the process for the calculation of own funds requirements as referred to in Article 70(1)(d), competent authorities shall verify in particular that:"
,,,"(a) the allocation of responsibilities of the unit or units in charge of the control and management of the calculation process and in particular with regard to the specific controls to be performed at each step of the calculation process, is clearly defined;"
,,,"(b) relevant procedures, including back-up procedures, ensure that the calculation of own funds requirements is carried out at least on a semi-annual basis in accordance with Article 99(1) of Regulation (EU) No 575/2013;"
,,,"(c) all input data, including the values of risk parameters as well as previous versions of the system are stored to allow replication of the calculation of own funds requirements;"
,,,(d) the results of the calculation are approved on an adequate management level and that senior management is informed about possible errors or inadequacies of the calculation and the measures to be taken.
CHAPTER 12 Assessment methodology of data maintenance,,,
,,Article 75 General,
,,,"1. In order to assess compliance of an institution with the requirements on data maintenance, as referred to in Articles 144(1)(d) and 176 of Regulation (EU) No 575/2013, competent authorities shall evaluate in particular all of the following:"
,,,"(a) the quality of the internal, external or pooled data, including the data quality management process, in accordance with Article 76;"
,,,"(b) the data documentation and reporting, in accordance with Article 77;"
,,,"(c) the relevant IT infrastructure, in accordance with Article 78."
,,,"2. For the purpose of paragraph 1, competent authorities shall apply all of the following core methods:"
,,,"(a) review the data quality management policies, methods and procedures relevant for the data used in the IRB Approach;"
,,,"(b) review the relevant data quality reports, as well as their conclusions and recommendations;"
,,,"(c) review the IT infrastructure policies and IT systems management procedures, including the contingency planning policies, relevant for the IT systems used for the purpose of the IRB Approach;"
,,,"(d) review the relevant minutes of the institution's internal bodies, including management body, or other committees;"
,,,(e) review the relevant findings of the internal audit or of other control functions of the institution;
,,,(f) review the progress reports on the effort of the institution to correct shortfalls and mitigate risks detected during relevant audits;
,,,(g) obtain written statements or interview the relevant staff and senior management of the institution.
,,,"3. For the purpose of paragraph 1, competent authorities may also apply any of the following additional methods:"
,,,(a) perform own tests on the data of the institution or request the institution to perform tests proposed by the competent authorities;
,,,(b) review other relevant documents of the institution.
,,Article 76 Data quality,
,,,"1. In assessing the quality of internal, external or pooled data, which the institution uses to support its credit risk measurement and management process, as referred to in Article 75(1)(a), competent authorities shall, in particular, verify that:"
,,,(a) the values are present in the attributes that require them ('completeness');
,,,(b) the data is substantively error-free ('accuracy');
,,,(c) a given set of data can be matched across different data sources of the institution ('consistency');
,,,(d) the data values are up to date ('timeliness');
,,,(e) the aggregate data is free from any duplication given by filters or other transformations of source data ('uniqueness');
,,,"(f) the data is founded on an adequate system of classification, rigorous enough to compel acceptance ('validity');"
,,,"(g) the history, processing and location of data under consideration can be easily traced ('traceability')."
,,,"2. In assessing the data quality management process as referred to in Article 75(1)(a), competent authorities shall, in particular, verify that:"
,,,(a) all of the following are in place:
,,,(i) adequate data quality standards that set the objectives and the overall scope of the data quality management process;
,,,"(ii) adequate policies, standards and procedures for data collection, storage, migration, actualisation and use;"
,,,(iii) a practice of the continuous updating and improving of the data quality management process;
,,,"(iv) a set of criteria and procedures for determining conformity with the data quality standards, and in particular the general criteria and process of data reconciliation across and within systems including among accounting and internal ratings-based data;"
,,,"(v) adequate processes for internally assessing and constantly improving data quality, including the process of issuing internal recommendations to address problems in areas which need improvement and the process of implementing these recommendations with a priority based on their materiality and more in particular the process for addressing material discrepancies arising during the data reconciliation process;"
,,,"(b) there is adequate degree of independence of the data collection from the data quality management process, including a separation of the organizational structure and staff, where appropriate."
,,Article 77 Data documentation and reporting,
,,,"1. In assessing the data documentation as referred to in Article 75(1)(b), which the institution uses to support its credit risk measurement and management process, competent authorities shall, in particular, evaluate all of the following:"
,,,(a) the specification of the set of databases and in particular:
,,,(i) the global map of databases involved in the calculation systems used for the purpose of the IRB Approach;
,,,(ii) the relevant sources of data;
,,,(iii) the relevant processes of data extraction and transformation and criteria used in this regard;
,,,"(iv) the relevant functional specification of databases, including their size, date of construction, data dictionaries specifying the content of the fields and of the different values inserted in the fields with clear definitions of data items;"
,,,"(v) the relevant technical specification of databases, including the type of database, tables, database management system, data base architecture; and data models given in any standard data modelling notation;"
,,,(vi) the relevant work-flows and procedures relating to data collection and data storage;
,,,"(b) the data management policy and allocation of responsibilities, including users' profiles and data owners;"
,,,"(c) the transparency, accessibility and consistency of the controls implemented in the data management framework."
,,,"2. In assessing data reporting as referred to in Article 75(1)(b), competent authorities shall verify, in particular, that data reporting:"
,,,"(a) specifies the scope of reports or reviews, the findings and, where applicable, the recommendations to address weaknesses or shortfalls detected;"
,,,"(b) is communicated to the senior management and management body of the institution with an adequate frequency and that the level of the recipient of the data reporting is consistent with the institution's organizational structure, and the type and significance of the information;"
,,,"(c) is performed regularly and where appropriate, also on an ad hoc basis;"
,,,(d) provides adequate evidence that the recommendations are sufficiently addressed and properly implemented by the institution.
,,Article 78 IT infrastructure,
,,,"1. In assessing the architecture of the IT systems, which are of relevance to the institution's rating systems and to the application of the IRB Approach as referred to in Article 75(1)(c), competent authorities shall, in particular, evaluate all of the following:"
,,,"(a) the IT systems architecture including all applications, their interfaces and interactions;"
,,,"(b) a data flow diagram showing a map of the key applications, databases and IT components involved in the application of the IRB Approach and related to rating systems;"
,,,(c) the assignment of IT systems owners;
,,,"(d) the capacity, scalability and efficiency of IT systems;"
,,,(e) the manuals of the IT systems and databases.
,,,"2. In assessing the soundness, safety and security of the IT infrastructure that is of relevance to the institution's rating systems and to the application of the IRB Approach, competent authorities shall in particular verify that:"
,,,"(a) the IT infrastructure is deemed sound, on the basis that it can support the ordinary and extraordinary processes of an institution in a timely, automatic and flexible manner;"
,,,"(b) the IT infrastructure is deemed safe, on the basis that the risk of suspension of its abilities ('failures'), the risk of loss of data and the risk of incorrect evaluations ('faults') are appropriately addressed;"
,,,"(c) the IT infrastructure is deemed secure, on the basis that it is adequately protected against theft, fraud, manipulation or sabotage of data or systems by malicious insiders or outsiders."
